Date,Record Number,Record Type,Address,Description,Permit Name,Status,Short Notes
1/9/2019,BE-201900264,Commercial - Low Voltage,"3490 PIEDMONT RD NE, ATLANTA GA 00000",install low voltage date cabling,shiver- Hamilton suite 646 6th floor,Issued,
1/9/2019,BE-201900251,Commercial - Electrical,"241 20TH ST NW, PINNACLE, ATLANTA GA 30318",Generator permit only,Atlanta Beer Festival 19-0033,Issued,
1/9/2019,ORR-201900032,Open Record Request,"559 WOODWARD WAY NW, ATLANTA GA 30305",information on BB201406538 and associated inspections including the letter from third party engineer Albert Palmer. Also info. on KSE 104330 and KSE09134.,559 Woodward Way ORR,Request Completed,
1/9/2019,BE-201900246,Commercial - Electrical,"3280 PEACHTREE RD NE, ATLANTA GA 30305",Install electrical,Northside Hospital Sports Medicine Suite 165,Issued,
1/9/2019,BM-201900106,Residential - HVAC,"144 SAMPSON ST NE, ATLANTA GA 30312",ADD ADDITION SUPPLY LINES TO EXISTING DUCT WORK,RESIDENTIAL/HVAC,Issued,
1/9/2019,BE-201900272,Commercial - Electrical,"1034 HOWELL MILL RD NW, ATLANTA GA 30318",TEMP POLE,COMMERCIAL/ELECTRICAL/ TEMP POLE,Issued,
1/9/2019,BE-201900258,Residential - Electrical,"87 NW HARWELL RD NW, ATLANTA GA 30311",REWIRE EXISTING APARTMENT UNIT 21,RESIDENTIAL/ELECTRICAL/GENERAL/ UNIT 21,Issued,
1/9/2019,BP-201900134,Commercial - Plumbing,"980 HOWELL MILL RD NW, ATLANTA GA 30318",Phase 3 25 Unit North Liner install plumbing rough & set fixtures,980 Howell Mill-Phase 3 25 unit North Liner,Issued,
1/9/2019,BE-201900243,Residential - Electrical,"180 LOCUST ST NE, ATLANTA GA 30317",temp pole installation,180 locust temp pole,Closed - Passed,
1/9/2019,QCR-2019-00107,Commercial QCR,"740 WEST PEACHTREE ST NW, ATLANTA GA 30308","First Gen interior construction throughout tenant areas on 10 floor (9-19, excluding 16)",Anthem Technology Center- 10 Floor T1,Create Application,
1/9/2019,BE-201900288,Residential - Electrical,"1063 OAK ST SW, ATLANTA GA 30310",Total rewire,Oak St,Issued,
1/9/2019,BE-201900298,Commercial - Electrical,"1289 SEABOARD INDUSTRIAL BLVD NW, ATLANTA GA 00000",Power off one year,"1289 Annex Building, 1289 Seaboard Industrial Blvd",Issued,
1/9/2019,BP-201900164,Commercial - Plumbing,"3550 LENOX RD NE, ATLANTA GA 30342",Including but not limited to installation of new plumbing and fixtures,Heery Suite 2200,Issued,
1/9/2019,BP-201900163,Commercial - Plumbing,"2260 MARIETTA BLVD NW, ATLANTA GA 30318","LD FOR MIXED USE DEVELOPMENT 19 TOWNHOMES , RETAIL , RESTAURANT AND OFFICE",WESTSIDE VILLAGE @ MOORES MILL - LD,Issued,
1/9/2019,BE-201900286,Residential - Electrical,"976 WOODLAND AVE SE, ATLANTA GA 30316",electrical installation for a home remodel. installation of a 60 amp subpanel recessed light and bath fans,976 woodland ave se,Issued,
1/9/2019,BB-201900186,Commercial Alteration,"1365 CLIFTON RD NE, ATLANTA GA",EMORY WINSHIP- CELL THERAPY-4TH FL: INTERIOR FINISH OF EXISTING SHELL SPACE ON THE 4TH FLOOR OF THE EMORY UNIVERSITY HOSPITAL BED TOWER FOR NEW MEDICAL OFFICE SPACE.,EMORY WINSHIP  - CELL THERAPY  / 4TH FLOOR,Routed for Review,
1/9/2019,BA-201900195,Arborist Complaint,"649 ELMWOOD DR NE, ATLANTA GA 30306",Site investigation,Complaint,Non Compliance,
1/9/2019,QCR-2019-00126,Commercial QCR,"20 SPRING ST NW, ATLANTA GA 30303",TEMPORARY TRAILER COMPOUND FOR QUALIFIED REPORTERS AND MEDIA TO PRODUCE RECORD VISUAL CONTENT (NO PUBLIC USAGE). COMPOUND WILL CONSIST OF TEMPORARY MODULAR OFFICE TRAILERS POWERED VIA GENERATORS. SAP-19-004,LEGACY 53 / LOWER - DOMESTIC COMPOUND,Create Application,
1/9/2019,ZLA-201900146,Alcohol Licenses,"700 RALPH MCGILL BLVD NE, ATLANTA GA 30312",NON PROFIT SPECIAL EVENT W/LIQUOR BEER WINE,UNCORKED ATLANTA WINE FEST,License Approved,
1/9/2019,19TMP-001170,Residential - Low Voltage,"2796 MARGARET MITCHELL DR NW, ATLANTA GA 30327",,,,
1/9/2019,BT-201900046,Temporary Power,"181 ERICSON ST SE, ATLANTA GA 30317",TEMPORARY POWER,Temporary Power (Ruben Urbina),Issued,
1/9/2019,BA-201900196,Arborist Dead Dying Hazardous Tree,"770 ROCHELLE DR SW, ATLANTA GA 30310",,,Issued,
1/9/2019,BA-201900205,Arborist Plan Review,"3342 PEACHTREE RD NE, HTEL1, ATLANTA GA 30326",,HILTON GARDEN INN ATLANTA HOTEL CONVERSION / BASEMENT,Closed - Approved,
1/9/2019,QCR-2019-00120,Residential QCR,"151 THE PRADO NE, ATLANTA GA 0",DEMO EXISTING SINGLE FAMILY HOUSE TO BUILD A NEW HOUSE,SFR - DEMO,Plan Inspection,
1/9/2019,BA-201900191,Arborist Plan Review,"1117 AMSTERDAM AVE NE, ATLANTA GA 30306",,Mapen - Pool/Site Work,Approved-No Trees Destroyed,
1/9/2019,BE-201900270,Residential - Electrical,"255 WELLINGTON ST SW, ATLANTA GA 30314",REWIRE,ELECTRICAL/RESD REWIRE,Issued,
1/9/2019,BP-201900151,Residential - Plumbing,"1144 AVONDALE AVE SE, ATLANTA GA 30312",NEW SINGLE FAMILY PLUMBING (TOWNHOUSE),LOT 38 SWIFT@GRANT PARK (780 CADY WAY),Issued,
1/9/2019,19CAP-00000033,Building Complaint,"1300 LORENZO DR SW, ATLANTA GA 30310","1300 LORENZO DRIVE SW- TORN UP HER SIDE OF PRPERTY, THROWING TRASH ON PROPERTY AND DUMPTER  ON PROPERTY LINE -REBUILDING HOUSE ONLY PULLED ELECTRICAL PERMIT404-402-2448",STOP WORK-WORKING -1300 Lorenzo Dr SW,Stop Work Posted,
1/9/2019,BE-201900256,Residential - Electrical,"1829 SANFORD DR NW, ATLANTA GA 30318",1829 SANFORD DR NW; TEMP POWER POLE RESIDENTIAL,616-HWH-T-POLE,Closed - Passed,
1/9/2019,BB-201900168,Commercial Alteration,"760 WEST PEACHTREE ST NW, ATLANTA GA 30308",SUNTRUST WEST PEACHTREE- Interior build out of bank office space for new location.,SUNTRUST WEST PEACHTREE (LC) (CO),Routed for Review,
1/9/2019,BW-201900007,Water Heater,"220 RENAISSANCE PKWY NE, 1103, ATLANTA GA 30308",water heater replacement,220 renaissance pkwy unit 1103,Issued,
1/9/2019,BE-201900266,Residential - Electrical,"681 EDGEWOOD AVE NE, ATLANTA GA 30307",Relocate and replace existing panel. Install circuit for new recessed lights. Extend ufer grounding. Relocate circuits to new junction box in ceiling. Run lv  wire for speakers,681 Edgewood Ave Ne,Issued,
1/9/2019,QCR-2019-00124,Commercial QCR,"45 MANGUM ST SW, ATLANTA GA 30313","TEMPORARY TRAILER AND TENT COMPOUND FOR BACK OF HOUSE OPERATIONS PERTAINING TO NFL BROADCAST. COMPOUND WILL CONSIST OF TEMPORARY MEMBRANE BALLASTED TENTS AND CANOPIES, PRODUCTIONS TRAILERS AND TEMPORARY MODULAR WORK TRAILERS POWERED VIA GENERATOR. SAP-19-005",LEGACY 53 - NFL BROADCAST,Create Application,
1/9/2019,QCR-2019-00116,Residential QCR,"1175 MCDANIEL ST SW, ATLANTA GA 30310","REPAIR ROOF, RAFTERS, REPAIR UPSTAIRS BURNED STRUCTURAL DAMAGE SPLIT MASTER BEDROOM IN HALF. ADD CLOSET FOR NEW ROOM SPLIT NEW ELECTRICAL.",SFR - ALTERATIONS,Create Application,
1/9/2019,BP-201900137,Commercial - Plumbing,"980 HOWELL MILL RD NW, ATLANTA GA 30318",Phase 6-130 units-Tower Shell Levels 1-6 install plumbing rough & set fixtures,980 Howell Mill-Phase 6-130 units Tower Shell Levels 1-6,Issued,
1/9/2019,BP-201900135,Commercial - Plumbing,"980 HOWELL MILL RD NW, ATLANTA GA 30318","Phase 4 Pool, Load, Service South Liner install plumbing rough & set fixtures","980 Howell Mill-Phase 4 Pool Load, Service South Liner",Issued,
1/9/2019,BE-201900263,Commercial - Low Voltage,"806 MURPHY AVE SW, ATLANTA GA 30310",Installation of fire alarm system,Adair Court Building 2,Issued,
1/9/2019,BP-201900153,Residential - Plumbing,"502 PAGE AVE NE, ATLANTA GA 30307",GENERAL PLUMBING,502 PAGE AVE NE.,Issued,
1/9/2019,BW-201900006,Water Heater,"200 RENAISSANCE PKWY NE, ATLANTA GA 30308",wh replacement,200 RENAISSANCE PARKWAY NORTHEAST UNIT 110,Issued,
1/9/2019,BE-201900265,Commercial - Electrical,"139 RALPH MCGILL BLVD NE, ATLANTA GA 30308",ALTER LIGHTING - ADD KITCHEN CIRCUITS,ELECTRICAL/COMM ALTER LIGHTING - ADD KITCHEN CIRCUITS,Issued,
1/9/2019,BE-201900253,Residential - Electrical,"1817 SANFORD DR NW, ATLANTA GA 30318",1817 SANFORD DR NW;  TEMP POWER POLE-RESIDENTIAL,613-HWH-T-POLE,Closed - Passed,
1/9/2019,BP-201900140,Commercial - Plumbing,"980 HOWELL MILL RD NW, ATLANTA GA 30318",Phase 8-1st Flr under podium-Tower install plumbing rough & set fixtures,980 Howell Mill Phase 8-1st Flr Under Podium-Tower,Issued,
1/9/2019,BE-201900249,Residential - Electrical,"1238 UNIVERSITY DR NE, ATLANTA GA 30306",rewire interior of home /renovation,smith-alterations-xprs,Issued,
1/9/2019,BE-201900262,Commercial - Low Voltage,"1180 PEACHTREE ST, ATLANTA GA 30309",Low voltage cabling,King & Spalding - 16th Floor,Issued,
1/9/2019,BP-201900168,Commercial - Plumbing,"3342 PEACHTREE RD NE, HTEL1, ATLANTA GA 30326",Install 10 showers and 20 tubs,4th Floor,Issued,
1/9/2019,ORR-201900033,Open Record Request,"3315 PEACHTREE RD NE, ATLANTA GA 30326",copy of bb201804942,3315 Peachtree Rd. ORR,Request Completed,
1/9/2019,QCR-2019-00125,Commercial QCR,"74 NORTHSIDE DR NW, ATLANTA GA 30314",Tent and canopy compound for Media and V-Entry (No public usage) via Northside Dr pedestrian bridge. Compound will consist of temporary membrane ballasted tents and canopies powered via generators and cooled via temp HVAC,LEGACY 53 / MEDIA AND V-ENTRY,Create Application,
1/9/2019,ZLA-201900139,Business Licenses,"155 WALTON ST NW, ATLANTA GA 30303",REGINA MOORE DBA T-SHIRTS & MOORERETAIL SALESPER SAP -18-181 FOR 1/24/19 - 4/24/19,REGINA MOORE DBA T-SHIRTS & MOORE,License Approved,
1/9/2019,QCR-2019-00109,Commercial QCR,"1365 CLIFTON RD NE, ATLANTA GA",INTERIOR FINISH OF EXISTING SHELL SPACE ON THE 4TH FLOOR OF THE EMORY UNIVERSITY HOSPITAL BED TOWER FOR NEW MEDICAL OFFICE SPACE.,EMORY WINSHIP  - CELL THERAPY  / 4TH FLOOR,Create Application,
1/9/2019,BW-201900005,Water Heater,"427 9TH ST NE, ATLANTA GA 30318",water heater replacement,427 9th st ne,Issued,
1/9/2019,BP-201900165,Commercial - Plumbing,"3424 PEACHTREE RD, ATLANTA GA 00000",Including but not limited to installation of new plumbing and fixtures.,Tricentis Suite 1000,Issued,
1/9/2019,19TMP-001071,Commercial Alteration,"800 CHEROKEE AVE SE, ATLANTA GA 30315",,,,
1/9/2019,19TMP-001141,Residential Repair,"585 WARWICK ST SE, ATLANTA GA 30316",temp pole for remodel.,585 Warwick St.,,
1/9/2019,BA-201900198,Arborist Dead Dying Hazardous Tree,"272 ORMOND ST SE, ATLANTA GA 30315",,,Issued,
1/9/2019,BM-201900117,Residential - HVAC,"661 AUBURN AVE NE, ATLANTA GA 30312",Hvac New Construction,Studioplex Building 2 Unit 17,Issued,
1/9/2019,BW-201900012,Water Heater,"2161 PEACHTREE RD NE, 606, ATLANTA GA 30309",water heater replacement,2161 peachtree rd ne unit 606,Issued,
1/9/2019,BW-201900009,Water Heater,"2128 RIDGEDALE RD NE, ATLANTA GA 30317",water heater replacement,2128 ridgedale rd ne,Issued,
1/9/2019,BB-201900194,Commercial Misc. Structural,"3565 PIEDMONT RD NE, ATLANTA GA 30305",INSTALL COVER OVER  RIDESHARE BENCHES,RIDESHARE COVER (LC),Routed for Review,
1/9/2019,BB-201900189,Commercial Alteration,"1175 PEACHTREE ST NE, ATLANTA GA 30309","Schusterman Family Foundation, Ste 2025: Interior alterations of second generation tenant space/ generic tenant build out and upgraded finishes.","Schusterman Family Foundation, Ste 2025 (LC)(CO)",Issued,
1/9/2019,BA-201900194,Arborist Plan Review,"1165 MCLYNN AVE NE, ATLANTA GA 30306",,NEW single family residence-CO,Revisions Required,
1/9/2019,BA-201900192,Arborist Plan Review,"978 FARRINGTON PL SE, ATLANTA GA 30315",,978 FARRINGTON PL ADDITION-CO,Revisions Accepted-No Orange,
1/9/2019,BA-201900189,Arborist Dead Dying Hazardous Tree,"2223 WILLOW AVE NE, ATLANTA GA 30305",,,Issued,
1/9/2019,BA-201900188,Arborist Plan Review,"212 HOWARD ST NE, ATLANTA GA 30317",,SAUDERS RESIDENCE-ADDITION,Approved-No Trees Destroyed,
1/9/2019,BA-201900186,Arborist Dead Dying Hazardous Tree,"3100 HABERSHAM RD NW, ATLANTA GA 30305",,,Issued,
1/9/2019,BA-201900185,Arborist Plan Review,"1901 SPRING AVE NW, ATLANTA GA 30318",,Demo SFR,Approved-No Trees Destroyed,
1/9/2019,19TMP-001081,Residential - Electrical,"560 Joeseph E. Lowery, United States",,,,
1/9/2019,QCR-2019-00104,Commercial QCR,"620 GLEN IRIS DR NE, ATLANTA GA 30308","INTERIOR ALTERATION , INSTALL NEW EQUIPMENT UNDER 8 FOOT HOOD, NEW 10 SEAT BAR , REMODEL BATHROOMS.",RUBY CHOWS / UNIT C-1,Create Application,
1/9/2019,BE-201900267,Commercial - Electrical,"3500 PEACHTREE RD NE, ATLANTA GA 30326",Alteration-Outside space for construction office.,Phipps Plaza: Construction Office,Issued,
1/9/2019,19TMP-001194,Commercial - Low Voltage,"1180 PEACHTREE ST, ATLANTA GA 30309",,,,
1/9/2019,QCR-2019-00122,Residential QCR,"151 THE PRADO NE, ATLANTA GA 0","CONSTRUCT 2 STORY SINGLE FAMILY, COVERED REAR PORCH, GARAGE, POOL, MISC SITE WORK",NEW SFR,Create Application,
1/9/2019,BB-201900170,Commercial Alteration,"3393 PEACHTREE RD NE, ATLANTA GA 30326","MAYORS @ LENOX SQUARE, SPACE 3038 B- NEW INTERIOR BUILDOUT, STOREFRONT AND SIGNAGE. MEP WORK INCLUDED.","MAYORS @ LENOX SQUARE, SPACE 3038 B (LC) (CO)",Routed for Review,
1/9/2019,BT-201900048,Temporary Power,"873 THURMOND ST NW, ATLANTA GA 30314",Rewire of whole house with new service entrance,873 Thurmond St. NW,Issued,
1/9/2019,BP-201900144,Residential - Plumbing,"3812 HEMPSTEAD WAY SW, ATLANTA GA 30331",NEW RESIDENTIAL PLUMBING,3812 HEMPSTEAD WAY SW,Issued,
1/9/2019,BM-201900122,Residential - HVAC,"2289 SWALLOW CIR SE, ATLANTA GA 30315",HVAC REPLACEMENT,HVAC/RESD HVAC REPLACEMENT,Issued,
1/9/2019,BP-201900143,Residential - Plumbing,"3776 HEMPSTEAD WAY SW, ATLANTA GA 30331",NEW RESIDENTIAL PLUMBING,3776 HEMPSTEAD WAY SW,Issued,
1/9/2019,BE-201900257,Residential - Electrical,"2031 LOIS PL NW, ATLANTA GA 30318",Install temporary power pole at 2031 Lois,Temporary Power pole Lois,Closed - Passed,
1/9/2019,BE-201900255,Residential - Electrical,"1825 SANFORD DR NW, ATLANTA GA 30318",1825 SANFORD DR NW; TEMP POWER POLE RESIDENTIAL,615-HWH-T-POLE,Closed - Passed,
1/9/2019,BM-201900102,Commercial - HVAC,"3424 PEACHTREE RD, ATLANTA GA 00000",Including but not limited to duct alterations and installation of new terminal units and air distribution.,Tricentis- Suite #1000,Issued,
1/9/2019,BA-201900179,Arborist Dead Dying Hazardous Tree,"2065 MCLENDON AVE NE, ATLANTA GA 30307",DDH,DDH,Issued,
1/9/2019,BA-201900179,Arborist Dead Dying Hazardous Tree,"2065 MCLENDON AVE NE, ATLANTA GA 30307",DDH,DDH,Issued,
1/9/2019,BA-201900184,Arborist Plan Review,"186 FLORA AVE NE, ATLANTA GA 30307",,STONEY RIVER CONSTRUCTION - DEMO (1-TPS),Approved-No Trees Destroyed,
1/9/2019,ZLA-201900138,Business Licenses,"400 WEST PEACHTREE ST NW, ATLANTA GA 30303",ARRON JAMAR DAMES DBA ALL THINGS HOME CLEANING SERVICESSTE 4RESIDENTIAL CLEANING SERVICEBUSINESS LISTING ONLY FOR HOME OCCUPATION,ARRON JAMAR DAMES DBA ALL THINGS HOME CLEANING SERVICES STE 4,License Approved,
1/9/2019,BE-201900279,Residential - Low Voltage,"1441 FAIRVIEW RD NE, ATLANTA GA 30306",New construction,1441 Fairview,Issued,
1/9/2019,BE-201900254,Commercial - Electrical,"607 PEACHTREE ST NE, ATLANTA GA 30308","Provide electrical demo for (1) duplex outlet in existing entry way, relocate and make it a duplex GFI for new restroom. Relocate existing entry way single pole switch beside new restroom doorway. Provide and install electrical for (1) new bath fan. Relocate (1) existing exit light to new kindergarten classroom door. Provide demo as shown on drawings. Provide and install lights per drawings including (6) A, (1) AE, (1) B, (2) X 3.	Provide and install devices including (1) wall OC sensor, (2) tamper proof GFI, (4) tamper proof duplex.Provide and install (2) 120 volt j-box with connections to access control and fire alarm as required",PO# 4196 Atlanta Childrens Shelter,Issued,
1/9/2019,BB-201900188,Commercial Misc. Non-Structural,"151 14TH ST NW, ATLANTA GA 00000","Dark Fiber- North Tech: Install 15"" of new 2"" conduit from PMMP, y-tapping into existing 2"" conduit running from CMMP to PPC",Dark Fiber- North Tech,Ready to Issue,
1/8/2019,BA-201900128,Arborist Dead Dying Hazardous Tree,"444 CLAIRE DR NE, ATLANTA GA 30307",DDH,DDH,Issued,
1/8/2019,BE-201900238,Residential - Electrical,"2638 BUTNER RD SW, ATLANTA GA 30331",Relocate panel add recess lights and replace receptacles,Butner Rd.,Issued,
1/8/2019,BA-201900168,Arborist Dead Dying Hazardous Tree,"1410 WOODLAND AVE SE, ATLANTA GA 30316",,,Issued,
1/8/2019,BP-201900132,Commercial - Plumbing,"980 HOWELL MILL RD NW, ATLANTA GA 30318",Liner 1st Flr Amenity install plumbing rough & set fixtures,"980 Howell Mill-Phase 2 Lobby, Amenity, Offices Level 1",Issued,
1/8/2019,QCR-2019-00086,Commercial QCR,"3193 HOWELL MILL RD NW, 110, ATLANTA GA 30327",Interior alterations to an existing suite in medical building.,Atlanta Dermatologic Surgery Consultants (Suite 216),Create Application,
1/8/2019,ORR-201900020,Open Record Request,"969 MORELAND AVE SE, ATLANTA GA 30316",permits,969 Moreland Ave - ORR,Request Completed,
1/8/2019,ZLA-201900114,Business Licenses,"3379 PEACHTREE RD NE, ATLANTA GA 30326",Showroom ManagerOFFICE US ONLY,INDOCHINO APPAREL (HS) INC,Zoning Review,
1/8/2019,BB-201900135,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 379 PRATT DRIVE, BLDG 400 UNIT 409, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 379 PRATT DRIVE, BLDG 400-UNIT 409 (CO)",Routed for Review,
1/8/2019,BB-201900134,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 379 PRATT DRIVE, BLDG 400 UNIT 408, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 379 PRATT DRIVE, BLDG 400 UNIT 408 (CO)",Routed for Review,
1/8/2019,BB-201900131,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 379 PRATT DRIVE,  BLDG 400-UNIT 405 INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 379 PRATT DRIVE, BLDG 400-UNIT405 (CO)",Routed for Review,
1/8/2019,BB-201900126,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE, BLDG 300 UNIT 310, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 375 PRATT DRIVE, BLDG 300 UNIT 310 (CO)",Routed for Review,
1/8/2019,BB-201900121,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE, BLDG 300 UNIT 305, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 375 PRATT DRIVE, BLDG 300 UNIT 305  (CO)",Routed for Review,
1/8/2019,BB-201900117,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE, BLDG 300 UNIT 301, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 375 PRATT DRIVE, BLDG 300 UNIT 301 (CO)",Routed for Review,
1/8/2019,BB-201900115,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 371 PRATT DRIVE,  BLDG 200 UNIT 207, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 371 PRATT DRIVE, BLDG 200 UNIT 207  (CO)",Routed for Review,
1/8/2019,BB-201900113,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 371 PRATT DRIVE, BLDG 200 UNIT 205, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 371 PRATT DRIVE, BLDG 200 UNIT 205  (CO)",Routed for Review,
1/8/2019,BB-201900111,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 371 PRATT DRIVE, BLDG 200 UNIT 203, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 371 PRATT DRIVE, BLDG 200 UNIT 203  (CO)",Routed for Review,
1/8/2019,QCR-2019-00085,Residential QCR,"2499 WARREN RD NW, ATLANTA GA 30318",Removal of existing flow wells and replacing with underground rain cistern to use for irrigation.,Goodson Rainwater,Create Application,
1/8/2019,BB-201900132,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 379 PRATT DRIVE,  BLDG 400 UNIT 406, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 379 PRATT DRIVE, BLDG 400 UNIT 406 (CO)",Routed for Review,
1/8/2019,BB-201900125,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE, BLDG 300 UNIT 309, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 375 PRATT DRIVE, BLDG 300 UNIT 309(CO)",Routed for Review,
1/8/2019,BB-201900124,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE, BLDG 300 UNIT 308, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 375 PRATT DRIVE, BLDG 300 UNIT 308  (CO)",Routed for Review,
1/8/2019,BB-201900120,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE,  BLDG 300 UNIT 304, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 375 PRATT DRIVE, BLDG 300 UNIT 304  (CO)",Routed for Review,
1/8/2019,BB-201900118,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE,  BLDG 300 UNIT 302, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 375 PRATT DRIVE, BLDG 300-UNIT 302 (CO)",Routed for Review,
1/8/2019,BB-201900116,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 371 PRATT DRIVE, BLDG 200 UNIT 208, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 371 PRATT DRIVE, BLDG 200 UNIT 208  (CO)",Routed for Review,
1/8/2019,QCR-2019-00096,Residential QCR,"980 EULALIA RD NE, ATLANTA GA 30319",CONSTUCTION OF A NEW SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE,NEW SFR,Plan Inspection,
1/8/2019,BP-201900121,Commercial - Fire Sprinkler,"101 MARIETTA ST NW, ATLANTA GA 30303",NEW TENANT FIRE SPRINKLER RENOVATION,22ND FLOOR SPEC SUITE 2230,Issued,
1/8/2019,QCR-2019-00094,Residential QCR,"980 EULALIA RD NE, ATLANTA GA 30319",DEMOLITION OF A SINGLE FAMILY RESIDENCE,DEMO,Create Application,
1/8/2019,QCR-2019-00088,Residential QCR,"454 CALHOUN ST NW, ATLANTA GA 30318",CONSTRUCTION OF A NEW A 2 STORY DUPLEX WITH A ROOF DUPLEX WITH ROOF DECK AND ATTACHED GARAGE,NEW DUPLEX,Plan Inspection,
1/8/2019,BM-201900100,Commercial - HVAC,"303 PEACHTREE ST NE, ATLANTA GA 00000",Including but not limited to duct alterations and installation of new terminal units and air distribution.,Suntrust Garden Offices Suite 110,Issued,
1/8/2019,BA-201900120,Arborist Dead Dying Hazardous Tree,"464 BROYLES ST SE, ATLANTA GA 30312",DDH,DDH,Issued,
1/8/2019,BM-201900076,Residential - HVAC,"860 WESTMONT RD SW, ATLANTA GA 30311",INSTALL HEAT PUMP/ AC UNIT,RESIDENTIAL/HVAC,Issued,
1/8/2019,BA-201900157,Arborist Plan Review,"105 MCDONOUGH BLVD SE, ATLANTA GA 30315",,STORAGE TANK REMOVAL,Approved-No Trees Destroyed,
1/8/2019,BB-201900154,Residential Misc. Structural,"2728 PEYTON WOODS TRL SW, ATLANTA GA 30311",CONSTRUCT 8'X10' PRE-FAB PORTABLE STORAGE SHED,HAIRSTON TUFF SHED,Issued,
1/8/2019,BE-201900351,Commercial - Electrical,"188 14TH ST NE, ATLANTA GA 30309","RELOCATE (1) SWITCH BOX APPX 3"" , RELOCATED (2) SCONCE LIGHT BOXES APPX 3""",25TH FLOOR GUESTROOMS,Issued,
1/8/2019,QCR-2019-00087,Residential QCR,"94 PEACHTREE WAY NE, ATLANTA GA 30305","FRONT YARD - CONSTRUCT NEW STAIRS, CHEEK WALLS, SEAT WALL AND STONE BAND, REAR YARD - REMOVE EXISTING BRICK STAIRS, AND RETAINING WALLS AND STONE PATIO. CONSTRUCT NEW RETAINING WALLS, STAIRS, WATER TEXTURE AND STONE PAVING IN REAR YARD.",SFR - ADDITION,Create Application,
1/8/2019,BW-201900004,Water Heater,"1233 HILL ST SE, ATLANTA GA 30315",Replace water heater,1233 Hill St,Issued,
1/8/2019,BA-201900118,Arborist Illegal Activity,"1222 MONROE DR NE, ATLANTA GA 30306","A 40"" Water Oak was destroyed due to pruning in excess of 20%. At least 40% of the live canopy was removed at one time. The pruning was performed using spikes which is also a violation of the ordinance.",Illegal Activity,Pending - Illegal Activity,
1/8/2019,BP-201900120,Commercial - Fire Sprinkler,"3193 HOWELL MILL RD NW, 110, ATLANTA GA 30327",CENTURY TO ADD AND RELOCATE OFF THE EXISTING FIRE SPRINKLER SYSTEM PER NFPA 13.,ATLANTA DERMATOLOGIC SURGERY CONSULTANTS (SUITE 216),Issued,
1/8/2019,BB-201900137,Residential Demolition,"2632 BROWNTOWN RD NW, ATLANTA GA 30318",DEMO HOME ON PROPERTY AND PUT UP SILT FENCE AS NEEDED.,JABER PROPERTIES LLC - DEMO SINGLE FAMILY RESIDENCE,Routed for Review,
1/8/2019,BA-201900124,Arborist Dead Dying Hazardous Tree,"468 PASLEY AVE SE, ATLANTA GA 30316",DDH,DDH,Issued,
1/8/2019,BA-201900122,Arborist Dead Dying Hazardous Tree,"676 ELKMONT DR NE, ATLANTA GA 30306",DDH,DDH,Issued,
