Date,Record Number,Record Type,Address,City,ZIP,State,Country,Description,Permit Name,Status
2/7/2019,BP-201900876,Commercial - Plumbing,1192 FOSTER ST NW,Atlanta,30318,GA,United States,COMMERCIAL / PLUMBING PLUMBING NEW SCHOOL ( HOWARD sCHOOL),COMMERCIAL / PLUMBING,Issued
2/7/2019,ZLA-201900661,Business Licenses,1106 OSBORNE ST SW,Atlanta,,GA,United States,CO OWNER/HOME OFFICE ONLINE RETAIL (VAPES)BUSINESS LISTING ONLY-DIRECT SERVICE TO CUSTOMERS,HOOKAHLIT OF GEORGIA,Zoning Review
2/7/2019,BW-201900062,Water Heater,560 DUTCH VALLEY RD NE,Atlanta,30324,GA,United States,REPLACE WATER HEATER,RESIDENTIAL/PLUMBING,Issued
2/7/2019,BM-201900730,Residential - HVAC,4036 STATEWOOD RD NE,Atlanta,30342,GA,United States,GAS LINE TO POOL HEATER AND FIREPIT,RESIDENTIAL / HVAC - SWIMMING POOL,Issued
2/7/2019,BP-201900879,Residential - Plumbing,1715 SOUTH PONCE DE LEON AVE NE,Atlanta,30307,GA,United States,REPLACE SEWER LINE,RESIDENTIAL/PLUMBING,Issued
2/7/2019,BA-201900932,Arborist Dead Dying Hazardous Tree,37 KENMARE HALL DR NE,Atlanta,30324,GA,United States,DDH,DDH,Issued
2/7/2019,BB-201900961,Residential Misc. Structural,3478 VALLEY RD NW,Atlanta,30305,GA,United States,PATIO ADDITION AROUND THE POOL,PATIO ADDITION AROUND EXISTING POOL,Routed for Review
2/7/2019,ORR-201900232,Open Record Request,1416 MERIDIAN ST SE,Atlanta,,GA,United States,"Permits, inspections report, plans",1416 Meridian - ORR,Request Completed
2/7/2019,QCR-2019-00698,Commercial QCR,4620 WIEUCA RD NE,Atlanta,30342,GA,United States,REAR PATIO ELEVATED DECK,DROOKER  #35,Create Application
2/7/2019,BP-201900871,Residential - Plumbing,2415 HAVEN RIDGE DR NW,Atlanta,30305,GA,United States,SEWER PLUG,RESIDENTIAL/PLUMBING,Issued
2/7/2019,BP-201900861,Residential - Plumbing,1651 RANDALL MILL PL NW,Atlanta,30327,GA,United States,"INSTALL POOL HOUSE SLAB PLUMBING, GAS SUPPLY TO POOL HEATER , GAS GRILL, GAS LANTERNS TO FIREPLACE",RESIDENTIAL/PLUMBING,Issued
2/7/2019,BM-201900704,Residential - HVAC,1651 RANDALL MILL PL NW,Atlanta,30327,GA,United States,"INSTALL POOL HEATER, GAS GRILL LOG LIGHTER GAS LANTERN",RESIDENTIAL/HVAC,Issued
2/7/2019,BP-201900870,Residential - Plumbing,340 WELLINGTON ST SW,Atlanta,30310,GA,United States,SEWER PLUG,RESIDENTIAL/PLUMBING,Issued
2/7/2019,ORR-201900234,Open Record Request,1303 RICHLAND RD SW,Atlanta,30310,GA,United States,"Permits, inspections",1303 Richland - ORR,Request Completed
2/7/2019,ORR-201900233,Open Record Request,95 LESLIE ST SE,Atlanta,30317,GA,United States,"Permit, inspections",95 Leslie - ORR,Request Completed
2/7/2019,QCR-2019-00695,Commercial QCR,1152 PRYOR ST SW,Atlanta,,GA,United States,Construct white box attached to convenience store,C Store White Box Suite 789,VOID
2/7/2019,BB-201900951,Residential Misc. Non-Structural,1616 WAYSOME WAY NW,Atlanta,30318,GA,United States,4 FOOT STEEL FENCE AND GATE.,BROCK BUILT HOMES LOT 8 - FENCE - XPRS,Issued
2/7/2019,BP-201900867,Residential - Plumbing,1251 BEECH VALLEY RD NE,Atlanta,30306,GA,United States,"ROUGH AND INSTALL (1) TOILET, (1) SINK, (1) SHOWER, (1) SEWER INJECTOR PUMP",RESIDENTIAL / PLUMBING,Issued
2/7/2019,BT-201900292,Temporary Power,1012 ORMEWOOD AVE SE,Atlanta,30316,GA,United States,Temp Power,1012 Ormewood Ave SE,Issued
2/7/2019,BM-201900709,Commercial - HVAC,661 AUBURN AVE NE,Atlanta,30312,GA,United States,"LACQUER NAIL BAR - SUITE #140INSTALL 02 HP SYSTEM, 4 TONS EACH AND DUCT WORK.  ALSO RUN GAS LINE FOR WATER HEATER, (2) BATH ROOM FAN AND DRYER VENT, AND RUN EXHAUST SYSTEM",COMMERCIAL / HVAC - LACQUER NAIL BAR STE #140,Open
2/7/2019,19TMP-004961,Residential - HVAC,918 GLENBROOK DR NW,Atlanta,30318,GA,United States,Remove old gas line and Installing new gas line,918 Glenbrook - Gas Lines,
2/7/2019,ZLA-201900642,Business Licenses,3525 PIEDMONT RD NE,Atlanta,,GA,United States,INFINITEE COMMUNICATIONS - BLDG #7 STE #210MARKETING & ADVERTISING AGENCY,INFINITEE COMMUNICATIONS - BLDG #7 STE #210,License Approved
2/7/2019,BM-201900737,Residential - HVAC,2460 NISKEY LAKE RD SW,Atlanta,30331,GA,United States,HVAC Replacement System,BB20189834,Issued
2/7/2019,BM-201900736,Commercial - HVAC,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,INSTALL GAS LINE TO 64 FIXTURES INCLUDING 32 COOKING APPLIANCES AND 2 BOILERS,PEACHTREE HILLS - BLDG D,Issued
2/7/2019,BM-201900735,Residential - HVAC,560 DUTCH VALLEY RD NE,Atlanta,30324,GA,United States,REPLACE HEAT PUMP/AIR,RESIDENTIAL/HVAC,Issued
2/7/2019,BA-201900941,Arborist Plan Review,1605 DONALD LEE HOLLOWELL HWY NW,Atlanta,30318,GA,United States,,Woodson Park Academy (APS),Accepted
2/7/2019,BP-201900882,Residential - Plumbing,1416 MONROE DR NE,Atlanta,30324,GA,United States,Installation of new home plumbing,1416 Monroe Drive,Issued
2/7/2019,BE-201901614,Commercial - Electrical,670 DEKALB AVE NE,Atlanta,,GA,United States,"Interior build out of first generation space. Relocate existing panel & provide power to new lighting, power & kitchen equipment. Contacts: Randy Coots, Foreman #404-597-8312; James Korb, Project Mgr #770-862-1021; Office #770-432-9915 x207; Deborah McMichen, Admin Asst x201 (M/R Job #C41351 Cold Beer Restaurant)",COLD BEER RESTAURANT,Issued
2/7/2019,BA-201900939,Arborist Complaint,1343 LANIER PL NE,Atlanta,30306,GA,United States,Site Investigation,Site Investigation,In Compliance
2/7/2019,QCR-2019-00690,Commercial QCR,2333 PEACHTREE RD NE,Atlanta,30305,GA,United States,Interior buildout alteration of retail space and change of occupancy type to business,Tenant Improvements #208,Create Application
2/7/2019,ORR-201900238,Open Record Request,38 BARBARA LN NW,Atlanta,30327,GA,United States,"plats, site plans, construction plans, variances, applications, permits, co, storm management plans, variance acceptance letter.",38 Barbara Lane ORR,Request Completed
2/7/2019,BE-201901567,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 214 - Interior fit-up of previously permitted condo building shell,Peachtree Hills Place - Unit 214 - Bldg E,Issued
2/7/2019,BP-201900864,Commercial - Fire Sprinkler,1175 PEACHTREE ST NE,Atlanta,30309,GA,United States,Add and relocate off of existing fire sprinkler system,Starbucks Colony Square Building 100 Suite 140,Routed for Review
2/7/2019,ZLA-201900652,Business Licenses,855 EMORY POINT DR NE,Atlanta,30329,GA,United States,PINK BARRE KMG LLC / PINK BARRE - #C-120FITNESS STUDIO (BARRE),PINK BARRE KMG LLC / PINK BARRE - #C-120,License Approved
2/7/2019,BB-201900967,Commercial Alteration,2911 DONALD LEE HOLLOWELL PKWY NW,Atlanta,,GA,United States,"INTERIOR RENOVATION TO AN EXISTING FIRE STATION KITCHEN, DINING, AND HALLWAY AREAS ONLY. WORK INCLUDES PAINTING, FLOOR RESTORATION, MINOR PLUMBING AND ELECTRICAL, UPDATING LIGHTING FIXTURES, EXHAUST HOOD REPLACEMENT, AND UPDATING KITCHEN APPLIANCES.",ATLANTA FIRE & RESCUE #38 - ALTERATIONS - XPRS,Invoiced
2/7/2019,19TMP-005032,Residential - Gas Pressure Test Only,2862 LENOX RD NE,Atlanta,30324,GA,United States,HVAC NEW CONSTRUCTION INSTALLATION W/ GASLINE,BB 201605323--14 CREEKVIEW AT LENOX,
2/7/2019,BE-201901565,Commercial - Low Voltage,1230 PEACHTREE ST NE,Atlanta,30303,GA,United States,Installation of voice/data cabling and fiber optic cabling.,Project Connect -LVL-22,Issued
2/7/2019,BE-201901590,Residential - Electrical,978 LAWTON ST SW,Atlanta,30310,GA,United States,PUBLIC UTILITY UNIT A &B,RESIDENTIAL/PUBLIC UTILITY UNIT A &B,Issued
2/7/2019,BA-201900923,Arborist Dead Dying Hazardous Tree,1045 BOULEVARD DR SE,Atlanta,30317,GA,United States,DDH-Plumbing Emergency,DDH - Plumbing Emergency,Issued
2/7/2019,ZLA-201900649,Business Licenses,227 PEACHTREE ST SW,Atlanta,30303,GA,United States,BOOTING COMPANY,TIGER'S EYE MANAGEMENT CORP./STE 4,License Approved
2/7/2019,ORR-201900237,Open Record Request,4101 HILLSIDE PL NW,Atlanta,30342,GA,United States,view site plans,4101 Hillside Place ORR,Request Completed
2/7/2019,ZLA-201900645,Alcohol Licenses,400 PARK DR NE,Atlanta,,GA,United States,"NON PROFIT SPECIAL EVENT W/LIQUOR BEER WINE. FRIDAY, APRIL 12 12NOON-11PM, SATURDAY, APRIL 13, 10AM -11PM, SUNDAY APRIL 14 NOON -6PM","ATLANTA DOGWOOD FESTIVAL, INC",Passed
2/7/2019,BA-201900929,Arborist Dead Dying Hazardous Tree,3015 NANCY CREEK RD NW,Atlanta,30327,GA,United States,,,Issued
2/7/2019,ZLA-201900673,Business Licenses,289 LITTLE ST SE,Atlanta,30315,GA,United States,COUNSELINGBETH ESTES OWNER,"INTOWN ATLANTA PSYCHOTHERAPY AND YOGA, LLC",Zoning Review
2/7/2019,ZLA-201900669,Business Licenses,8 PINE ST NW,Atlanta,30308,GA,United States,SPACE C-6,DIPPSLLC D/B/A THAI STYLE ICE CREAM,License Approved
2/7/2019,BA-201900933,Arborist Dead Dying Hazardous Tree,4501 MT PARAN PKWY NW,Atlanta,30327,GA,United States,DDH,DDH,Accepted
2/7/2019,BE-201901588,Residential - Electrical,3995 RANDALL MILL RD NW,Atlanta,30327,GA,United States,Single family home new construction,Randall Mill General,Issued
2/7/2019,ZLA-201900653,Alcohol Licenses,777 MEMORIAL DR SE,Atlanta,30316,GA,United States,"NEW RESTAURANT WITH LIQUOR, BEER AND WINE",WONDER KID,License Approved
2/7/2019,BP-201900872,Residential - Plumbing,750 BROWNWOOD AVE SE,Atlanta,30316,GA,United States,Plumbing Remodel,750 Brownwood Avenue SE,Issued
2/7/2019,BP-201900869,Residential - Plumbing,122 BRIGHTON RD NE,Atlanta,30309,GA,United States,2 BATHROOMS REMODELED,VIKING WORKS BRIGHTON RD,Issued
2/7/2019,BP-201900877,Residential - Plumbing,1723 SOUTH PONCE DE LEON AVE NE,Atlanta,30307,GA,United States,REPLACE SEWER LINE,RESIDENTIAL/PLUMBING,Issued
2/7/2019,BE-201901599,Residential - Electrical,2681 BROWNS MILL RD SE,Atlanta,30354,GA,United States,CHANGE SERVICE,RESIDENTIAL / ELECTRICAL - GENERAL,Issued
2/7/2019,BP-201900866,Residential - Plumbing,1121 BOULEVARD DR SE,Atlanta,30317,GA,United States,Sewer line,1121 Boulevard Drive SE,Issued
2/7/2019,BP-201900875,Residential - Plumbing,2039 AKRON DR SE,Atlanta,30315,GA,United States,SEWER PLUG,RESIDENTIAL/PLUMBING,Issued
2/7/2019,BT-201900297,Temporary Power,2612 STEELE AVE SW,Atlanta,,GA,United States,"UNIT 27 (A,B,C &D) 90 DAY COMMERCIALTEMP POWER","COMMERCIAL / ELECTRICAL  / TEMP POWER/ UNIT 27 (A,B,C &D)",Issued
2/7/2019,BM-201900716,Residential - HVAC,475 GRIFFIN ST NW,Atlanta,30318,GA,United States,"INSTALL HVAC SYSTEM , 3 BATHFAN VENTS, AND DRYER VENT",RESIDENTIAL/HVAC,Issued
2/7/2019,BE-201901570,Commercial - Electrical,1175 PEACHTREE ST NE,Atlanta,30309,GA,United States,"tenant remodel; add lights & switches; relocate lights; Contacts:  Jarvis Farrell, Foreman #770-294-9739; Danny Korb, Project Manager #404-597-8303; Office #770-432-9915 x208-Danny; x201-Deborah McMichen, Admin Asst (M/R Job #C41361 Schusterman Family Foundation)",Schusterman Family Foundation,Issued
2/7/2019,BE-201901563,Commercial - Electrical,1016 HOWELL MILL RD NW,Atlanta,30318,GA,United States,Renovate lighting and reconnect restaurant equipment,Slim Husaky,Issued
2/7/2019,QCR-2019-00711,Residential QCR,2416 ROSE PALM CT SE,Atlanta,30315,GA,United States,CONTRUCTION OF A NEW 3-STORY SINGLE FAMILY HOME,SFR - ROSEWOOD @ SOUTHBEND LOT 40,Open
2/7/2019,BB-201900945,Commercial Alteration,3290 NORTHSIDE PKWY NW,Atlanta,30327,GA,United States,"JES OFFICE RENOVATION, SUITE 375 -interior renovation of an existing space for new tenant. Adding outlets  and a new door, other additions to office kitchen. No Mechanical or Plumbing work, some Electrical work to be done.","JES OFFICE RENOVATION, SUITE 375 (LC) (CO)",Routed for Review
2/7/2019,QCR-2019-00704,Residential QCR,721 MCWILLIAMS ST SE,Atlanta,30315,GA,United States,CONTRUCTION OF A NEW 3-STORY SINGLE FAMILY HOME,SFR - ROSEWOOD @ SOUTHBEND LOT 7,Plan Inspection
2/7/2019,BE-201901600,Residential - Low Voltage,2015 ROCKLEDGE RD NE,Atlanta,30324,GA,United States,"Security PW, Plasma Tube, MJ X 2",Lot 71 Morningside Towns,Issued
2/7/2019,BE-201901598,Residential - Electrical,121 SEWANEE AVE NW,Atlanta,,GA,United States,REWIRE HOUSE,RESIDENTIAL/ELECTRICAL/GENERAL,Issued
2/7/2019,BP-201900881,Commercial - Fire Sprinkler,1155 PEACHTREE ST NE,Atlanta,30309,GA,United States,Relocating and adding sprinkler heads off the existing system for new tenant build out.,Pandora Media 15TH Floor,Routed for Review
2/6/2019,BE-201901532,Residential - Low Voltage,3107 PEACHTREE RD,Atlanta,30305,GA,United States,Low voltage pre-wire for audio/video,The Charles 3107 Peachtree Rd Unit 1602,Issued
2/6/2019,QCR-2019-00687,Residential QCR,12 VERNON RD NW,Atlanta,30305,GA,United States,Misc site work and landscaping including gravel driveway and low retaining wall.,Haney,Create Application
2/6/2019,BP-201900868,Residential - Plumbing,3150 FERNCLIFF COMMONS NE,Atlanta,30324,GA,United States,"Basement Finish- finishing out bathroom with shower, bar with sinks",Drake Basement Plumbing,Issued
2/6/2019,BE-201901531,Commercial - Electrical,780 MEMORIAL DR SE,Atlanta,30316,GA,United States,"New Electrical Installation Modera Reynoldstown  Buiding B-2 90 Units & Common area90 Unit Feeders, Branch CircuitsCommon area Feeders & Branch Circuits",Modera Reynolodstown 90 Units Bld B2,Issued
2/6/2019,BM-201900698,Residential - HVAC,1379 AVON AVE SW,Atlanta,30310,GA,United States,RESIDENTIAL / HVACADDING GAS LINE TO PERMIT #BB-20187754,RESIDENTIAL / HVAC,Issued
2/6/2019,ZLA-201900626,Business Licenses,660 IRWIN ST NE,Atlanta,30312,GA,United States,COFFEE MAN COLD BREW LLCRETAIL & WHOLESALE MANUFACTOR,COFFEE MAN COLD BREW LLC,License Approved
2/6/2019,ZLA-201900619,Business Licenses,492 FLAT SHOALS AVE SE,Atlanta,,GA,United States,"DREAMS BEAUTY EXPERIENCE - SUITE #B(CHANGE OF ADDRESS)HEALTH / FITNESS (NOT TO EXCEED 8,000 SQ FEET; PERSONAL SERVICE ESTABLISHMENT)",DREAMS BEAUTY EXPERIENCE - SUITE #B,License Approved
2/6/2019,BP-201900855,Residential - Plumbing,1282 CAMPBELLTON RD SW,Atlanta,30310,GA,United States,Renovations,1282 campbellton rd sw,Issued
2/6/2019,BM-201900687,Residential - HVAC,3758 VERMONT RD NE,Atlanta,30319,GA,United States,Connect existing gas meter to new generator,Shiflett,Issued
2/6/2019,BP-201900848,Residential - Plumbing,486 MCWILLIAMS RD SE,Atlanta,30315,GA,United States,Plumbing install to include Adding one bathroom,CC-ATL-ALTERATIONS-XPRS,Issued
2/6/2019,ORR-201900229,Open Record Request,732 GRANT ST SE,Atlanta,30315,GA,United States,View Plans,732 Grant Street - ORR,Routed for Research
2/6/2019,BA-201900909,Arborist Dead Dying Hazardous Tree,2296 HOSEA L WILLIAMS DR NE,Atlanta,30317,GA,United States,DDH,DDH,Issued
2/6/2019,BA-201900908,Arborist Complaint,524 GRIFFIN ST NW,Atlanta,30318,GA,United States,Work on property without plans being approved or permit being issued.,Complaint,Site Compliance
2/6/2019,BA-201900905,Arborist Dead Dying Hazardous Tree,1268 EAST ROCK SPRINGS RD NE,Atlanta,30306,GA,United States,DDH,DDH,Issued
2/6/2019,BB-201900910,Commercial Alteration,77 GEORGIA AVE SE,Atlanta,30312,GA,United States,JUNIOR'S PIZZA (LC) (CO) INTERIOR BUILD-OUT FOR A RESTAURANT. WORK TO INCLUDE MINOR DEMO. MECHANICAL ELECTRICAL AND PLUMBING WORK.,JUNIOR'S PIZZA (LC) (CO),Routed for Review
2/6/2019,BP-201900838,Commercial - Plumbing,1230 PEACHTREE ST NE,Atlanta,30303,GA,United States,Including but not limited to installation of new plumbing and fixtures.,Domain Capital Buildout / 36TH FLOOR,Issued
2/6/2019,BB-201900913,Commercial Alteration,50 ALABAMA ST SW,Atlanta,30303,GA,United States,NON STRUCTURAL INTERIOR DEMO EXISTING  ( WHITE BOX ) (LC)ADDTIONAL PERMIT NEEDED FOR TENANT FIT UP,INTERIOR DEMO SUITE 187 (LC),Routed for Review
2/6/2019,BE-201901537,Commercial - Electrical,1621 HOLLYWOOD RD NW,Atlanta,30318,GA,United States,REPAIR AND RECONNECT POWER TO DAMAGED AT&T CABINET,AT&T CABINET,Issued
2/6/2019,QCR-2019-00672,Commercial QCR,850 CASCADE AVE SW,Atlanta,30311,GA,United States,Site work to include grading for parking lot and for future addition.  V-18-268,Community Chang of God (Site work only),Create Application
2/6/2019,ZLA-201900615,Business Licenses,2425 OLDFIELD RD NW,Atlanta,30327,GA,United States,MORGAN KING LLC / HOUSE OF KINGAPPAREL SALES (BUSINESS LISTING ONLY - HOME OFFICE ),MORGAN KING LLC / HOUSE OF KING,License Approved
2/6/2019,QCR-2019-00676,Residential QCR,1854 WOODLAND HILLS AVE NW,Atlanta,30318,GA,United States,"DEMOLITION OF EXISTING HOUSE, DRIVEWAY, AND WALKWAY.FFE 946.25FFB 936.81",SFR - DEMO,Create Application
2/6/2019,ORR-201900223,Open Record Request,1375 ATHENS AVE SW,Atlanta,30310,GA,United States,"REQUESTING A COPY OF STAMPED SET OF PLANS. BB-201700642, ISSUED:11/08/2017.",1375 ATHENS AVE - ORR,Request Completed
2/6/2019,BP-201900851,Residential - Plumbing,980 EULALIA RD NE,Atlanta,30319,GA,United States,SEWER PLUG,RESIDENTIAL/PLUMBING,Issued
2/6/2019,BA-201900882,Arborist Dead Dying Hazardous Tree,527 SOUTH EVELYN PL NW,Atlanta,30318,GA,United States,,,Issued
2/6/2019,QCR-2019-00685,Multi-Family QCR,101 PEACHTREE ST SW,Atlanta,30303,GA,United States,"Conversion to business to residential use (Reference BB-201605846)Two (2) new apartments within the existing 2nd level space; renovated 2nd upgrade interior stair; install rated floor-ceiling assembly; New MEP. NO STOREFRONT, GROUND FLOOR OR BASEMENT WORK ON THIS PERMIT.",Conversion/Alterations,Create Application
2/6/2019,BB-201900914,Commercial Alteration,50 ALABAMA ST SW,Atlanta,30303,GA,United States,NON STRUCTURAL INTERIOR DEMO EXISTING  ( WHITE BOX ) (LC)ADDITIONAL PERMIT NEEDED FOR TENANT FIT UP,INTERIOR DEMO SUITE 188 (LC),Routed for Review
2/6/2019,BB-201900912,Commercial Alteration,50 ALABAMA ST SW,Atlanta,30303,GA,United States,NON STRUCTURAL INTERIOR DEMO EXISTING  ( WHITE BOX ) (LC)ADDITIONAL PERMIT REQUIRED FOR TNENANT FIT UP,INTERIOR DEMO SUITE 185 (LC),Routed for Review
2/6/2019,ORR-201900221,Open Record Request,383 HILLSIDE DR NW,Atlanta,30342,GA,United States,BB201700732,383 Hillside Drive ORR,Request Completed
2/6/2019,BP-201900828,Residential - Plumbing,1320 MIDDLESEX AVE NE,Atlanta,30306,GA,United States,New plumbing installation,1320 Middlesex Ave,Issued
2/6/2019,BS-201900100,Sign Business,1968 PEACHTREE RD NW,Atlanta,30309,GA,United States,PIEDMONT MAIN ENTRANCENEW MONUMENT,PIEDMONT MAIN ENTRANCE,Approved Site
2/6/2019,ZLA-201900635,Business Licenses,1919 METROPOLITAN PKWY SW,Atlanta,30315,GA,United States,BLING DEPOT - BOOTH #J1 & #J2COSTUME JEWELRY STORE,BLING DEPOT - BOOTH #J1 & #J2,License Approved
2/6/2019,BP-201900857,Residential - Plumbing,1775 BEECHER ST SW,Atlanta,30310,GA,United States,Installing plumbing,New home,Issued
2/6/2019,19TMP-004871,Residential - Electrical,1410 LANVALE DR SW,Atlanta,30310,GA,United States,,,
2/6/2019,BE-201901536,Residential - Low Voltage,3107 PEACHTREE RD,Atlanta,30305,GA,United States,low voltage for audio/video and network,The Charles 3107 Peachtree Rd Unit 1703,Issued
2/6/2019,BT-201900284,Temporary Power,50 LAKELAND DR NE,Atlanta,30305,GA,United States,TEMPORARY POWER LOT 21,TPO LANDEN PINE LOT 21,Issued
2/6/2019,BE-201901534,Residential - Low Voltage,3107 PEACHTREE RD,Atlanta,30305,GA,United States,low voltage wiring for audio/video and network,The Charles 3107 Peachtree Rd Unit 1702,Issued
2/6/2019,BP-201900846,Residential - Plumbing,4705 MILLBROOK DR NW,Atlanta,30327,GA,United States,PLUMBING SYSTEM TO ACCOMMODATE RENOVATION,NONE,Issued
2/6/2019,BE-201901516,Residential - Electrical,300 ARGONNE DR NW,Atlanta,30305,GA,United States,TREE FELL ON GARAGE TOOK OUT OLD METER & PANEL. NEED TO GET TPOLE HOT,RESIDENTIAL / ELECTRICAL - DISC. RECON.,Issued
2/6/2019,BE-201901522,Commercial - Electrical,30 MORELAND AVE SE,Atlanta,30316,GA,United States,T POLE,COMMERCIAL/ELECTRICAL/T POLE/DUNKIN DONUTS,Issued
2/6/2019,BE-201901528,Residential - Electrical,649 MCDONALD ST SE,Atlanta,30312,GA,United States,Entire home re-wire,649 McDonald St,Issued
2/6/2019,BP-201900856,Residential - Plumbing,2775 NORTH HILLS DR NE,Atlanta,30305,GA,United States,Install new sewer line from house to street,2775 N. Hills Dr,Issued
2/6/2019,BM-201900700,Residential - HVAC,71 GRIFFIN ST NW,Atlanta,30314,GA,United States,Install 2.5 Ton AC system,71 Griffin St NW,Issued
2/6/2019,BE-201901521,Commercial - Electrical,30 MORELAND AVE SE,Atlanta,30316,GA,United States,INSTALL ELECTRICAL FOR NEW KITCHEN/BATH (DUNKIN DONUTS),COMMERCIAL/ELECTRICAL/GENERAL/DUNKIN DONUTS,Issued
2/6/2019,BE-201901514,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 26 - Interior fit-up of previously permitted condo building shell,Peachtree Hills Place Unit 26 - Bldg A,Issued
2/6/2019,BA-201900883,Arborist Dead Dying Hazardous Tree,839 FLAT SHOALS AVE SE,Atlanta,30316,GA,United States,,,Accepted
2/6/2019,ORR-201900225,Open Record Request,1875 FLAT SHOALS RD SE,Atlanta,30316,GA,United States,Stamped Plans,1875 Flatshoals Rd - ORR,Request Completed
2/6/2019,BS-201900102,Sign Business,3372 PEACHTREE RD NE,Atlanta,30326,GA,United States,ICON BUCKHEADNEW WALL,ICON BUCKHEAD,Routed for Review
2/6/2019,BT-201900290,Temporary Power,905 MEMORIAL DR SE,Atlanta,30316,GA,United States,TEMP POWER INSPECTION,Publix Supermarket,Issued
2/6/2019,BE-201901519,Residential - Low Voltage,360 SINCLAIR AVE NE,Atlanta,30307,GA,United States,"PHONES, CABLES, SECURITY",360 SINCLAIR AVENUE NE SOWERS SELECT CUSTOM LOT,Issued
2/6/2019,BS-201900101,Sign Business,3372 PEACHTREE RD NE,Atlanta,30326,GA,United States,ICON NEW WALL,ICON,Routed for Review
2/6/2019,BE-201901515,Residential - Electrical,300 ARGONNE DR NW,Atlanta,30305,GA,United States,TREE FELL ON HOUSE / REWIRE GARAGE AND NEW PANEL TO METER,RESIDENTIAL / ELECTRICAL - GENERAL,Issued
2/6/2019,BE-201901542,Residential - Electrical,1386 ROCK SPRINGS CIR NE,Atlanta,30306,GA,United States,Electrical Wiring,Electrical Gary,Online Permit Pending
2/6/2019,BE-201901541,Residential - Electrical,949 HILL ST SE,Atlanta,30315,GA,United States,Temporary POLE,Temporary pole,Online Permit Pending
2/6/2019,BB-201900920,Commercial Alteration,2699 PEACHTREE RD NE,Atlanta,30305,GA,United States,EDUCATION BUILDING ( MEDIA CENTER ) E,CATHEDRAL OF CHRIST THE KING PARISH / EDUCATION(LC),Open
2/6/2019,BE-201901511,Residential - Electrical,2561 ACORN AVE NE,Atlanta,30305,GA,United States,"Remodel of upstairs space- electrical work, new switches, lights",2561 Acorn Ave,Issued
2/6/2019,BE-201901533,Residential - Electrical,1172 REEDER CIR NE,Atlanta,30336,GA,United States,Temporary Pole,1172 Reeder Circle,Closed - Passed
2/6/2019,BM-201900696,Residential - HVAC,2530 PRESTON VIEW CT SW,Atlanta,,GA,United States,RESIDENTIAL / HVACINSTALLING NEW SYSTEM AND GAS LINE,RESIDENTIAL / HVAC,Issued
2/6/2019,BP-201900850,Residential - Plumbing,764 MEMORIAL DR SE,Atlanta,30316,GA,United States,RESIDENTIAL / PLUMBING INSTALL FROM HOUSE TO SEWER CONNECTION OF WATER SERVICE LINE FROM METER TO HOUSE.,RESIDENTIAL / PLUMBING,Issued
2/6/2019,BP-201900834,Commercial - Plumbing,900 JOSEPH E LOWERY BLVD NW,Atlanta,30318,GA,United States,ASPIRE WESTSIDE - BLDG #B PHASE 2 LEVEL 1NEW PLUMBING INSTALLATION FOR NEW CONSTRUCTION,COMMERCIAL / PLUMBING - BLDG #B PHASE 2 LEVEL 1,Issued
2/6/2019,BB-201900906,Residential Alteration,1004 REDFORD DR SE,Atlanta,30315,GA,United States,"INTERIOR AND EXTERIOR ALTERATIONS TO INCLUDE DRYWALL, FLOORING, KITCHEN AND BATH CABINETS, COUNTERTOPS, FIXTURES, MEP UPDATE, DOORS, WINDOW REPLACEMENT/REPAIR, AND PAINTING.",SAWANEH - ALTERATIONS - XPRS,Issued
2/6/2019,19TMP-004796,Residential - Plumbing,352 AUGUSTA AVE SE,Atlanta,30315,GA,United States,Install new sewer line,Lowery/sewer,
2/6/2019,BA-201900889,Arborist Plan Review,654 PARK DR NE,Atlanta,30306,GA,United States,,SFR - POOL,Accepted
2/6/2019,BB-201900900,Residential New,3305 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,NEW 2 STORY SINGLE FAMILY /ATTACHED GARAGELD UNDER BLM1 201400701,KM HOMES NEW 2 STORY SINGLE FAMILY RESIDENCE  Lot-84 D (CO),Routed for Review
2/6/2019,QCR-2019-00661,Commercial QCR,3718 MARTIN L KING JR DR SW,Atlanta,30331,GA,United States,CREEKSIDE AT ADAMSVILLE BLDG 2: DESIGN OF 4 APARTMENT BUILDING WITH 147 UNITS IN ONE AND TWO BEDROOM CONFIGURATION. BUILDING 2 IS A 3 STORY BUILDING WITH 36 UNITS WHICH ALSO INCLUDES THE LEASING OFFICE AND TENANT AMENITIES. STRUCTURAL DESIGN INCLUDES THE FOUNDATION DESIGNS AND MEP DESIGN INCLUDES UNDERGROUND AND VERTICAL COMPONENTS.LD-201800061,CREEKSIDE  AT ADAMSVILLE BLDG 2,Create Application
